Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
4	1446	19.1547	99.183	122.271	
4	1463	19.1655	99.1311	122.281	
4	1479	19.2136	99.1217	122.176	
4	1496	19.1768	99.1144	122.23	
4	1513	19.1957	99.1033	122.199	
4	1529	19.247	99.0728	122.163	
4	1546	19.2451	99.0331	122.173	
4	1563	19.2458	99.0352	122.217	
4	1579	19.2638	98.9796	122.246	
4	1596	19.3253	98.992	122.208	
4	1613	19.2993	98.9781	122.278	
4	1629	19.3404	98.9969	122.225	
4	1646	19.3751	98.9201	122.2	
4	1663	19.4332	98.9032	122.155	
4	1679	19.4011	98.8586	122.297	
4	1696	19.4922	98.9015	122.303	
4	1713	19.5294	98.8268	122.311	
4	1729	19.6033	98.8277	122.203	
4	1746	19.635	98.7595	122.236	
4	1763	19.7557	98.7561	122.156	
4	1779	19.7817	98.7008	122.172	
4	1796	19.7836	98.7074	122.213	
4	1813	19.8367	98.713	122.27	
4	1829	19.8979	98.6429	122.187	
4	1846	19.9425	98.6247	122.171	
4	1863	19.9675	98.5996	122.242	
4	1879	20.0801	98.5513	122.117	
4	1896	20.1318	98.4914	122.112	
4	1913	20.1538	98.5277	122.213	
4	1929	20.1695	98.4517	122.333	
4	1946	20.2802	98.3698	122.201	
4	1963	20.2965	98.3241	122.284	
4	1979	20.378	98.326	122.278	
4	1996	20.463	98.2616	122.274	
4	2013	20.5361	98.2193	122.22	
4	2029	20.5599	98.2068	122.32	
4	2046	20.6172	98.1714	122.328	
4	2063	20.6882	98.069	122.217	
4	2079	20.6818	98.0298	122.303	
4	2096	20.7286	98.0107	122.301	
4	2113	20.8173	97.9473	122.217	
4	2129	20.8553	97.9505	122.18	
4	2146	20.822	97.9321	122.256	
4	2163	20.9321	97.8708	122.171	
4	2179	20.9352	97.8149	122.244	
4	2196	21.0303	97.841	122.162	
4	2213	21.0046	97.6897	122.205	
4	2229	21.0819	97.7635	122.246	
4	2246	21.1183	97.7228	122.27	
4	2263	21.1788	97.6877	122.229	
4	2279	21.205	97.5979	122.219	
4	2296	21.2387	97.6103	122.265	
4	2313	21.3444	97.5934	122.274	
4	2329	21.4022	97.503	122.199	
4	2346	21.4435	97.5252	122.244	
4	2363	21.4932	97.4742	122.278	
4	2379	21.5837	97.3896	122.193	
4	2396	21.5732	97.3563	122.22	
4	2413	21.5936	97.3918	122.283	
4	2429	21.6919	97.3361	122.221	
4	2446	21.7277	97.2751	122.174	
4	2463	21.7324	97.3033	122.276	
4	2479	21.801	97.2478	122.243	
4	2496	21.9004	97.1987	122.159	
5	-4	14.665	96.8588	121.618	
5	13	14.6477	96.805	121.611	
5	29	14.6578	96.7884	121.546	
5	46	14.626	96.801	121.627	
5	63	14.6406	96.8374	121.655	
5	79	14.6243	96.7425	121.556	
5	96	14.6685	96.8212	121.527	
5	113	14.6267	96.8395	121.642	
5	129	14.5699	96.7676	121.637	
5	146	14.6281	96.8004	121.637	
5	163	14.6388	96.7508	121.567	
5	179	14.5818	96.7942	121.676	
5	196	14.6358	96.8114	121.642	
5	213	14.6629	96.7368	121.593	
5	229	14.6357	96.7743	121.648	
5	246	14.5836	96.7518	121.728	
5	263	14.6479	96.7842	121.637	
5	279	14.6566	96.757	121.611	
5	296	14.5875	96.7763	121.633	
5	313	14.5748	96.8093	121.673	
5	329	14.6171	96.7765	121.585	
5	346	14.5937	96.7848	121.573	
5	363	14.5273	96.7924	121.663	
5	379	14.5756	96.8159	121.591	
5	396	14.559	96.8048	121.643	
5	413	14.5162	96.7991	121.614	
5	429	14.4913	96.8499	121.735	
5	446	14.5762	96.8906	121.626	
5	463	14.5407	96.8346	121.607	
5	479	14.4832	96.877	121.736	
5	496	14.4997	96.8829	121.779	
5	513	14.5483	96.8742	121.702	
5	529	14.531	96.8847	121.669	
5	546	14.5207	96.9465	121.735	
5	563	14.5575	96.9799	121.728	
5	579	14.5513	96.9076	121.648	
5	596	14.5201	96.9829	121.74	
5	613	14.4864	96.9799	121.766	
5	629	14.5252	96.9944	121.699	
5	646	14.5124	97.0219	121.723	
5	663	14.4977	97.0845	121.761	
5	679	14.5043	97.0814	121.762	
5	696	14.5141	97.0516	121.745	
5	713	14.5005	97.0509	121.738	
5	729	14.4538	97.1218	121.893	
5	746	14.4721	97.1389	121.882	
5	763	14.4913	97.1104	121.817	
5	779	14.4817	97.1918	121.88	
5	796	14.4995	97.1979	121.912	
5	813	14.541	97.1506	121.856	
5	829	14.4785	97.1438	121.881	
5	846	14.468	97.2361	122.039	
5	863	14.5048	97.1916	121.945	
5	879	14.4819	97.1981	121.885	
5	896	14.437	97.2733	121.994	
5	913	14.4413	97.2529	121.945	
5	929	14.4741	97.2076	121.824	
5	946	14.4308	97.2445	121.871	
5	963	14.3839	97.281	121.966	
5	979	14.3826	97.2569	121.964	
5	996	14.3773	97.229	121.905	
5	1013	14.3394	97.2545	121.957	
5	1029	14.3577	97.2635	121.915	
5	1046	14.3521	97.2333	121.907	
5	1063	14.3659	97.258	121.9	
5	1079	14.3172	97.2605	122.027	
5	1096	14.3319	97.2493	122.012	
5	1113	14.3454	97.2565	122.033	
5	1129	14.38	97.2137	121.974	
5	1146	14.3662	97.1869	121.966	
5	1163	14.3782	97.2317	121.998	
5	1179	14.375	97.1778	121.986	
5	1196	14.3667	97.1876	121.982	
5	1213	14.3312	97.174	122.048	
5	1229	14.3761	97.1611	121.935	
5	1246	14.3716	97.0996	121.927	
5	1263	14.3698	97.1501	121.973	
5	1279	14.3559	97.1555	122.012	
5	1296	14.3741	97.105	121.998	
5	1313	14.3573	97.0448	121.982	
5	1329	14.336	97.0445	122.062	
5	1346	14.383	97.0451	122.058	
5	1363	14.4024	96.9949	122.045	
5	1379	14.422	97.0187	122.062	
5	1396	14.4202	97.0033	122.151	
5	1413	14.4879	96.9546	122.047	
5	1429	14.4724	96.8726	122.092	
5	1446	14.4663	96.8902	122.136	
5	1463	14.4768	96.8413	122.145	
5	1479	14.5261	96.8269	122.049	
5	1496	14.4892	96.8212	122.101	
5	1513	14.5073	96.8116	122.072	
5	1529	14.5592	96.7801	122.033	
5	1546	14.5564	96.7431	122.039	
5	1563	14.558	96.7422	122.076	
5	1579	14.5739	96.6933	122.099	
5	1596	14.6333	96.7094	122.062	
5	1613	14.6061	96.6999	122.13	
5	1629	14.6496	96.7103	122.081	
5	1646	14.6829	96.6376	122.053	
5	1663	14.7405	96.6198	122.01	
5	1679	14.7073	96.5805	122.133	
5	1696	14.7959	96.627	122.146	
5	1713	14.8307	96.5608	122.149	
5	1729	14.9041	96.5579	122.049	
5	1746	14.9289	96.5036	122.083	
