Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
4	2129	4.55699	43.5017	143.648	
4	2146	4.53207	43.4229	143.751	
4	2163	4.48191	43.4666	143.782	
4	2179	4.48852	43.3359	143.838	
4	2196	4.43225	43.2834	143.871	
4	2213	4.40668	43.1934	143.95	
4	2229	4.36809	43.18	143.992	
4	2246	4.36171	43.1274	144.003	
4	2263	4.33395	43.0018	144.083	
4	2279	4.27874	42.9791	144.182	
4	2296	4.25768	42.9695	144.198	
4	2313	4.30948	42.838	144.222	
4	2329	4.27612	42.782	144.267	
4	2346	4.27426	42.7173	144.328	
4	2363	4.30227	42.6348	144.368	
4	2379	4.2713	42.5337	144.376	
4	2396	4.28164	42.4085	144.462	
4	2413	4.22134	42.4399	144.474	
4	2429	4.24284	42.2997	144.495	
4	2446	4.19895	42.1933	144.58	
4	2463	4.17447	42.1134	144.615	
4	2479	4.14912	42.1067	144.656	
4	2496	4.17591	41.9805	144.647	

